observation_id,timestamp,simulation_time_sec,train_id,route_id,data_source,data_quality_status,latitude,longitude,current_position_km,current_speed_kmph,current_speed_mps,target_speed_kmph,current_acceleration_mps2,braking_distance_m,section_speed_limit_kmph,restriction_speed_kmph,approach_speed_kmph,current_section_id,current_station_id,previous_station_id,next_station_id,distance_to_next_station_km,distance_to_destination_km,movement_state,station_event,actual_arrival_time,actual_departure_time,actual_dwell_min,current_delay_min,arrival_delay_min,departure_delay_min,signal_state,congestion_level,fog_active,fog_visibility_km,unscheduled_halt,active_event_ids,journey_id,predicted_congestion_probability,predicted_fog_risk,predicted_delay_risk,predicted_operational_risk,prediction_confidence,predicted_speed_impact,active_predicted_restriction,predicted_restriction_speed_kmph,eta_to_next_station_min,eta_to_destination_min,prediction_timestamp,prediction_horizon_min,prediction_source,target_eta_to_destination_min,target_eta_to_next_station_min
OBS_000001,06:10:00,0.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.6431,77.2197,0.675,54.0,15.0,104.5,0.5,187.5,110.0,,623.54,SEC_NDLS_GZB,NDLS,NDLS,GZB,24.325,511.325,ACCELERATING,DEPARTED,,06:10:00,,0.0,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,27.0,568.1,06:10:00,30.0,BASELINE_HISTORICAL_CALIBRATION,351.5,14.5
OBS_000002,06:10:30,30.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.644857,77.235149,1.771,104.5,29.03,104.5,0.5,702.2,110.0,,615.06,SEC_NDLS_GZB,,NDLS,GZB,23.229,510.229,ACCELERATING,,,,,-0.01,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,13.3,293.0,06:10:30,30.0,BASELINE_HISTORICAL_CALIBRATION,351.0,14.0
OBS_000003,06:11:00,60.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.645721,77.242746,2.642,104.5,29.03,104.5,0.0,702.2,110.0,,601.05,SEC_NDLS_GZB,,NDLS,GZB,22.358,509.358,CRUISING,,,,,-0.35,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,12.8,292.5,06:11:00,30.0,BASELINE_HISTORICAL_CALIBRATION,350.5,13.5
OBS_000004,06:11:30,90.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.646584,77.250343,3.513,104.5,29.03,104.5,0.0,702.2,110.0,,589.68,SEC_NDLS_GZB,,NDLS,GZB,21.488,508.488,CRUISING,,,,,-0.51,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,12.3,292.0,06:11:30,30.0,BASELINE_HISTORICAL_CALIBRATION,350.0,13.0
OBS_000005,06:12:00,120.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.647448,77.25794,4.383,104.5,29.03,104.5,0.0,702.2,110.0,,578.08,SEC_NDLS_GZB,,NDLS,GZB,20.617,507.617,CRUISING,,,,,-0.68,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,11.8,291.5,06:12:00,30.0,BASELINE_HISTORICAL_CALIBRATION,349.5,12.5
OBS_000006,06:12:30,150.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.648312,77.265537,5.254,104.5,29.03,104.5,0.0,702.2,110.0,,566.24,SEC_NDLS_GZB,,NDLS,GZB,19.746,506.746,CRUISING,,,,,-0.84,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,11.3,291.0,06:12:30,30.0,BASELINE_HISTORICAL_CALIBRATION,349.0,12.0
OBS_000007,06:13:00,180.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.649176,77.273134,6.125,104.5,29.03,104.5,0.0,702.2,110.0,,554.15,SEC_NDLS_GZB,,NDLS,GZB,18.875,505.875,CRUISING,,,,,-1.0,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,10.8,290.5,06:13:00,30.0,BASELINE_HISTORICAL_CALIBRATION,348.5,11.5
OBS_000008,06:13:30,210.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.65004,77.280732,6.996,104.5,29.03,104.5,0.0,702.2,110.0,,541.8,SEC_NDLS_GZB,,NDLS,GZB,18.004,505.004,CRUISING,,,,,-1.17,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,10.3,290.0,06:13:30,30.0,BASELINE_HISTORICAL_CALIBRATION,348.0,11.0
OBS_000009,06:14:00,240.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.650904,77.288329,7.867,104.5,29.03,104.5,0.0,702.2,110.0,,529.15,SEC_NDLS_GZB,,NDLS,GZB,17.133,504.133,CRUISING,,,,,-1.33,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,9.8,289.5,06:14:00,30.0,BASELINE_HISTORICAL_CALIBRATION,347.5,10.5
OBS_000010,06:14:30,270.0,12004,ROUTE_NDLS_LKO_01,SYNTHETIC_SIMULATOR,OK,28.651768,77.295926,8.737,104.5,29.03,104.5,0.0,702.2,110.0,,516.2,SEC_NDLS_GZB,,NDLS,GZB,16.263,503.262,CRUISING,,,,,-1.49,,,GREEN,LOW,False,,False,,JRN_NDLS_LKO_01_20260902_190156,0.2397,0.0,0.4541,0.4541,1.0,NONE,NONE,,9.3,289.0,06:14:30,30.0,BASELINE_HISTORICAL_CALIBRATION,347.0,10.0
